HOST,DATE_TIME,TIMEZONE,HTTP_METHOD,TARGET,REPLY_CODE,REPLY_SIZE,REFERRER,USER_AGENT
90.154.66.233,12/12/2015 18:36:16,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
90.154.66.233,12/12/2015 18:36:16,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
95.140.24.131,12/12/2015 18:38:42,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
95.140.24.131,12/12/2015 18:38:42,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
95.188.245.16,12/12/2015 18:38:55,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
95.188.245.16,12/12/2015 18:38:56,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.72.213.133,12/12/2015 18:39:27,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.72.213.133,12/12/2015 18:39:27,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.204.119.130,12/12/2015 18:40:58,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.204.119.130,12/12/2015 18:40:58,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.35.0.41,12/12/2015 18:44:48,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.35.0.41,12/12/2015 18:44:48,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
92.252.165.97,12/12/2015 18:44:53,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
92.252.165.97,12/12/2015 18:44:53,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
31.202.233.212,12/12/2015 18:46:21,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
31.202.233.212,12/12/2015 18:46:21,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
83.219.151.232,12/12/2015 18:46:25,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
83.219.151.232,12/12/2015 18:46:25,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.72.184.174,12/12/2015 18:51:08,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.72.184.174,12/12/2015 18:51:08,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
176.116.138.82,12/12/2015 18:51:25,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
176.116.138.82,12/12/2015 18:51:25,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.47.189.163,12/12/2015 18:53:10,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.47.189.163,12/12/2015 18:53:11,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.44.144.231,12/12/2015 18:57:24,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.44.144.231,12/12/2015 18:57:24,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
213.24.134.32,12/12/2015 18:58:50,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
213.24.134.32,12/12/2015 18:58:51,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
191.182.199.16,12/12/2015 19:02:35,100,GET,/,200,10439,http://top1-seo-service.com/try.php?u=http://almhuette-raith.at,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:35,100,GET,/modules/mod_bowslideshow/tmpl/css/bowslideshow.css,200,1725,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:36,100,GET,/templates/_system/css/general.css,404,239,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:36,100,GET,/media/system/js/caption.js,200,1963,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:36,100,GET,/templates/jp_hotel/css/template.css,200,10004,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:36,100,GET,/templates/jp_hotel/css/layout.css,200,1801,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:36,100,GET,/templates/jp_hotel/css/menu.css,200,1457,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:36,100,GET,/templates/jp_hotel/css/suckerfish.css,200,3465,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:36,100,GET,/templates/jp_hotel/js/moomenu.js,200,4890,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:36,100,GET,/modules/mod_bowslideshow/tmpl/js/sliderman.1.3.0.js,200,33472,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:36,100,GET,/media/system/js/mootools.js,200,74434,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:38,100,GET,/images/stories/slideshow/almhuette_raith_01.jpg,200,88161,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:38,100,GET,/images/stories/slideshow/almhuette_raith_02.jpg,200,62918,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:38,100,GET,/images/stories/slideshow/almhuette_raith_03.jpg,200,87782,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:38,100,GET,/images/stories/slideshow/almhuette_raith_06.jpg,200,68977,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:39,100,GET,/images/stories/slideshow/almhuette_raith_04.jpg,200,80637,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:39,100,GET,/images/stories/slideshow/almhuette_raith_05.jpg,200,77796,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:39,100,GET,/templates/jp_hotel/images/logo.jpg,200,369,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:39,100,GET,/images/stories/slideshow/almhuette_raith_07.jpg,200,94861,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:39,100,GET,/images/stories/raith/almhuette_raith.jpg,200,43300,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:39,100,GET,/images/stories/raith/wohnraum.jpg,200,43586,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:39,100,GET,/images/stories/raith/grillplatz.jpg,200,55303,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:39,100,GET,/images/stories/raith/almenland_logo.jpg,200,21490,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:40,100,GET,/images/stories/raith/oststeiermark.png,200,65225,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:40,100,GET,/images/stories/raith/garage.jpg,200,57339,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:40,100,GET,/images/stories/raith/steiermark_herz.png,200,39683,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:40,100,GET,/modules/mod_bowslideshow/tmpl/images/image_shadow.png,200,5017,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:40,100,GET,/templates/jp_hotel/images/content_heading.gif,200,69,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:40,100,GET,/images/bg_raith.jpg,200,329961,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:40,100,GET,/templates/jp_hotel/images/module_heading.gif,200,83,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:48,100,GET,/images/stories/slideshow/almhuette_raith_02.jpg,200,62918,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:48,100,GET,/images/stories/slideshow/almhuette_raith_04.jpg,200,80637,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:48,100,GET,/images/stories/slideshow/almhuette_raith_05.jpg,200,77796,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:48,100,GET,/images/stories/slideshow/almhuette_raith_06.jpg,200,68977,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:48,100,GET,/images/stories/slideshow/almhuette_raith_03.jpg,200,87782,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:48,100,GET,/images/stories/slideshow/almhuette_raith_01.jpg,200,88161,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
191.182.199.16,12/12/2015 19:02:49,100,GET,/images/stories/slideshow/almhuette_raith_07.jpg,200,43495,http://almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
176.212.187.84,12/12/2015 19:03:02,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
176.212.187.84,12/12/2015 19:03:02,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
180.180.104.183,12/12/2015 19:04:13,100,GET,/apache-log/access.log,200,17511,http://www.almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.4.3.4000 Chrome/30.0.1599.101 Safari/537.36"
176.194.214.104,12/12/2015 19:09:36,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
176.194.214.104,12/12/2015 19:09:36,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
189.16.1.18,12/12/2015 19:12:25,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
189.16.1.18,12/12/2015 19:12:26,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
177.6.184.110,12/12/2015 19:17:18,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
177.6.184.110,12/12/2015 19:17:18,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
81.88.222.215,12/12/2015 19:20:57,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
81.88.222.215,12/12/2015 19:20:57,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
66.249.66.19,12/12/2015 19:23:59,100,GET,/index.php?option=com_content&view=article&id=46&Itemid=54,200,8932,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
87.255.246.50,12/12/2015 19:24:25,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
87.255.246.50,12/12/2015 19:24:25,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.116.249.142,12/12/2015 19:28:28,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.116.249.142,12/12/2015 19:28:28,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.39.229.183,12/12/2015 19:29:16,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.39.229.183,12/12/2015 19:29:16,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.72.185.236,12/12/2015 19:31:11,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.72.185.236,12/12/2015 19:31:12,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
92.248.235.103,12/12/2015 19:31:28,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
92.248.235.103,12/12/2015 19:31:28,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
83.167.113.100,12/12/2015 19:37:49,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
83.167.113.100,12/12/2015 19:37:50,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
109.252.11.47,12/12/2015 19:38:10,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
109.252.11.47,12/12/2015 19:38:11,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
2.93.207.163,12/12/2015 19:40:11,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
2.93.207.163,12/12/2015 19:40:11,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.34.161.222,12/12/2015 19:43:31,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.34.161.222,12/12/2015 19:43:35,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
188.45.108.168,12/12/2015 19:44:06,100,GET,/,200,10479,http://www.almenland.at/almhuetten-mit-naechtigung.html,"Mozilla/5.0 (Linux; Android 4.4.2; de-at; SAMSUNG GT-I9301I Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36"
188.45.108.168,12/12/2015 19:44:06,100,GET,/modules/mod_bowslideshow/tmpl/css/bowslideshow.css,200,1725,http://www.almhuette-raith.at/,"Mozilla/5.0 (Linux; Android 4.4.2; de-at; SAMSUNG GT-I9301I Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36"
188.45.108.168,12/12/2015 19:44:06,100,GET,/templates/_system/css/general.css,404,239,http://www.almhuette-raith.at/,"Mozilla/5.0 (Linux; Android 4.4.2; de-at; SAMSUNG GT-I9301I Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36"
188.45.108.168,12/12/2015 19:44:06,100,GET,/templates/jp_hotel/css/template.css,200,10004,http://www.almhuette-raith.at/,"Mozilla/5.0 (Linux; Android 4.4.2; de-at; SAMSUNG GT-I9301I Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36"
188.45.108.168,12/12/2015 19:44:06,100,GET,/templates/jp_hotel/css/layout.css,200,1801,http://www.almhuette-raith.at/,"Mozilla/5.0 (Linux; Android 4.4.2; de-at; SAMSUNG GT-I9301I Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36"
188.45.108.168,12/12/2015 19:44:06,100,GET,/templates/jp_hotel/css/menu.css,200,1457,http://www.almhuette-raith.at/,"Mozilla/5.0 (Linux; Android 4.4.2; de-at; SAMSUNG GT-I9301I Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36"
188.45.108.168,12/12/2015 19:44:06,100,GET,/templates/jp_hotel/css/suckerfish.css,200,3465,http://www.almhuette-raith.at/,"Mozilla/5.0 (Linux; Android 4.4.2; de-at; SAMSUNG GT-I9301I Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36"
188.45.108.168,12/12/2015 19:44:06,100,GET,/media/system/js/caption.js,200,1963,http://www.almhuette-raith.at/,"Mozilla/5.0 (Linux; Android 4.4.2; de-at; SAMSUNG GT-I9301I Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36"
188.45.108.168,12/12/2015 19:44:06,100,GET,/templates/jp_hotel/js/moomenu.js,200,4890,http://www.almhuette-raith.at/,"Mozilla/5.0 (Linux; Android 4.4.2; de-at; SAMSUNG GT-I9301I Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36"
188.45.108.168,12/12/2015 19:44:06,100,GET,/modules/mod_bowslideshow/tmpl/js/sliderman.1.3.0.js,200,33472,http://www.almhuette-raith.at/,"Mozilla/5.0 (Linux; Android 4.4.2; de-at; SAMSUNG GT-I9301I Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36"
188.45.108.168,12/12/2015 19:44:06,100,GET,/media/system/js/mootools.js,200,74434,http://www.almhuette-raith.at/,"Mozilla/5.0 (Linux; Android 4.4.2; de-at; SAMSUNG GT-I9301I Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36"
